"Ligand"	"V-OH2"	"S"	"R-OH2"	"G-OH2"	"W1-OH2"	"W2-OH2"	"W3-OH2"	"W4-OH2"	"W5-OH2"	"W6-OH2"	"W7-OH2"	"W8-OH2"	"BV11-OH2"	"BV21-OH2"	"BV31-OH2 "	"BV12-OH2 "	"BV22-OH2 "	"BV32-OH2 "	"Iw1-OH2 "	"Iw2-OH2 "	"Iw3-OH2 "	"Iw4-OH2"	"Iw5-OH2"	"Iw6-OH2"	"Iw7-OH2"	"Iw8-OH2"	"Cw1-OH2"	"Cw2-OH2"	"Cw3-OH2"	"Cw4-OH2"	"Cw5-OH2"	"Cw6-OH2"	"Cw7-OH2"	"Emin1-OH2"	"Emin2-OH2 "	"Emin3-OH2 "	"D12-OH2"	"D13-OH2"	"D23-OH2"	"D1-DRY"	"D2-DRY"	"D3-DRY"	"D4-DRY"	"D5-DRY"	"D6-DRY"	"D7-DRY"	"D8-DRY"	"BV11-DRY"	"BV21-DRY"	"BV31-DRY"	"BV12-DRY"	"BV22-DRY"	"BV32-DRY"	"ID1-DRY"	"ID2-DRY"	"ID3-DRY"	"ID4-DRY"	"ID5-DRY"	"ID6-DRY"	"ID7-DRY"	"ID8-DRY"	"Emin1-DRYs"	"Emin2-DRY"	"Emin3-DRY"	"D12-DRY"	"D13-DRY"	"D23-DRY"	"HL1"	"HL2"	"A"	"CP"	"W1-O"	"W2-O"	"W3-O"	"W4-O"	"W5-O"	"W6-O"	"W7-O"	"HB1-O"	"HB2-O"	"HB3-O"	"HB4-O"	"HB5-O"	"HB6-O"	"HB7-O"	"HB8-O"	"W1-BOTH"	"W2-BOTH"	"W3-BOTH"	"W4-BOTH"	"W5-BOTH"	"W1-O::"	"W2-O::"	"W3-O::"	"W4-O::"	"W5-O::"	"W6-O::"	"W7-O::"	"W8-O::"	"HB1-O::"	"HB2-O::"	"HB3-O::"	"HB4-O::"	"HB5-O::"	"HB6-O::"	"HB7-O::"	"HB8-O::"	"POL"	"Elon"	"EEFR"	"DIFF"	"Volsurf_LogP"	"MW"	"W1-N1"	"W2-N1"	"W3-N1"	"W4-N1"	"W5-N1"	"W6-N1"	"W7-N1"	"W8-N1"	"W1-N:="	"W2-N:="	"W3-N:="	"W4-N:="	"W5-N:="	"W6-N:="	"W7-N:="	"W8-N:="	"W1-N3+"	"W2-N3+"	"W3-N3+"	"W1-O-"	"W2-O-"	"W3-O-"
"smallMol_297"	"679.88"	"475.15"	15707	15707	"1279.5"	"862.75"	"520.12"	"227.12"	"109.38"	"46.38"	"19.38"	27515	108	"106.88"	"81.62"	"30.75"	39955	40169	"0.04"	"0.06"	"0.09"	"0.2"	"0.27"	"0.55"	"0.63"	"0.51"	25235	29952	40057	"0.48"	"0.23"	"0.1"	"0.04"	47300	40124	22433	46174	21367	35096	"182.38"	"86.62"	"45.75"	"29.38"	19	40160	40156	45778	"17.75"	17	14154	45839	45809	45778	36130	"20.48"	"36.84"	"53.56"	"52.9"	"61.44"	"75.6"	"125.76"	35462	35431	33239	16224	39972	27061	14277	21186	46419	40057	"1000.75"	435	"144.5"	36	32478	3	"0.88"	"278.75"	"427.75"	"375.62"	"191.12"	"96.5"	"43.38"	39951	27515	"34.75"	"18.38"	22828	22706	13881	"1542.38"	"862.75"	"417.75"	102	40175	32417	32203	45658	"-262.88"	0	"102.38"	"125.12"	"81.25"	"35.5"	39948	39937	"34.48"	39921	1	"0.45"	17930	"351.41"	908	540	"295.5"	"112.5"	"47.25"	"14.75"	"3.75"	"0.25"	"950.25"	"460.5"	"141.12"	"22.25"	"9.12"	"3.75"	"1.25"	"0.12"	123	"11.12"	0	"24.38"	"2.62"	0
"smallMol_298"	"659.25"	"462.75"	15342	15342	"1141.38"	"651.25"	"341.12"	"147.62"	72	"25.75"	14185	32143	"145.38"	"121.62"	"65.25"	"37.25"	"21.25"	39946	"0.11"	"0.22"	"0.34"	"0.51"	"0.62"	"0.86"	"0.82"	"0.21"	17199	14977	"0.74"	"0.32"	"0.16"	"0.06"	"0.02"	39971	44348	30742	14093	39819	31686	"222.5"	"103.12"	"48.5"	"25.38"	"14.88"	27699	14093	22798	"26.88"	45901	32203	22981	13881	"0.38"	"14.88"	42675	"20.25"	"42.99"	"85.63"	"86.44"	"113.95"	"114.17"	20486	16834	47150	31778	40031	21337	17533	39814	23043	23043	"780.5"	"192.25"	40159	0	0	0	0	"360.88"	459	329	"147.62"	72	"25.75"	14185	32143	39944	27454	"0.75"	0	0	"1270.38"	"629.75"	190	12	"0.12"	0	0	0	-129	39954	"151.12"	"135.62"	"71.88"	"25.75"	14185	32143	39993	"13.87"	41275	"0.55"	34731	"263.36"	"1547.75"	"940.5"	"527.88"	"239.25"	"120.12"	"56.12"	"20.12"	3	"1601.12"	815	"308.75"	75	"24.62"	"9.12"	2	0	"247.12"	"52.12"	"2.88"	"75.38"	"6.25"	0
"smallMol_299"	653	"445.25"	17168	12785	"1123.75"	"676.5"	"343.75"	"158.38"	"86.12"	"40.25"	39946	45717	"161.88"	"116.25"	"48.88"	43	"36.5"	22798	"0.16"	"0.29"	"0.54"	"0.84"	39934	45658	20090	28126	19025	18994	"0.77"	"0.36"	"0.19"	"0.09"	"0.03"	14062	26054	31503	17685	11810	31260	"267.75"	"115.12"	"61.62"	39960	"14.38"	14093	45809	13940	"24.62"	22	39944	14062	13940	27426	"37.79"	"51.26"	"65.04"	"78.33"	97	"118.87"	"128.04"	"149.6"	28887	15008	33604	26390	27942	11841	39904	16803	40125	"0.82"	"933.5"	"508.62"	"232.62"	"90.75"	"40.12"	"13.88"	"0.62"	"190.25"	"167.88"	"111.12"	"67.62"	46	"26.38"	32478	45717	22647	"0.38"	0	0	0	"1328.62"	"814.38"	434	"134.25"	"60.12"	"27.25"	14032	0	"-204.88"	"-137.88"	"-90.25"	40171	26	13	40154	45717	"30.39"	40035	42736	"0.26"	27426	"305.2"	"954.25"	"497.12"	"223.5"	"84.25"	"31.12"	"8.62"	0	0	1023	"507.88"	"160.38"	"31.62"	"14.12"	"4.88"	"1.12"	0	"94.88"	"9.38"	0	"39.38"	"4.75"	0
"smallMol_300"	"616.88"	"421.92"	16803	11689	"888.25"	464	248	"98.5"	48	"24.25"	27668	27395	"121.5"	"78.88"	"39.25"	40177	"17.38"	"0.5"	"0.08"	"0.19"	"0.34"	"0.59"	"0.81"	"0.97"	40026	45292	40119	39814	"0.59"	"0.23"	"0.11"	"0.06"	"0.03"	16224	39909	44621	12571	27942	17654	"215.12"	"92.5"	"37.88"	"17.62"	14154	45870	39939	22737	"27.75"	7	27395	32356	"0.75"	"0.62"	"25.69"	"48.63"	"63.34"	"79.77"	"95.25"	"103.62"	"113.53"	"119.28"	40058	32174	39966	44562	"0.87"	39966	46388	13881	40031	"0.82"	"670.12"	"155.75"	32264	0	0	0	0	"218.12"	"308.25"	"242.12"	"98.5"	48	"24.25"	27668	27395	40158	32203	2	"0.88"	"0.5"	"1110.88"	533	"154.88"	40153	0	0	0	0	"-222.62"	-69	"93.12"	"92.38"	48	"24.25"	27668	27395	"28.25"	26846	46023	"0.7"	44256	"247.34"	"1663.12"	"1135.88"	"680.38"	"314.75"	169	"83.75"	24	"0.38"	"1690.25"	"1103.88"	585	198	94	"39.12"	"6.38"	0	"293.38"	58	"3.62"	"180.75"	"27.75"	"0.88"
"smallMol_301"	"618.12"	"420.66"	17168	11324	"876.38"	"395.5"	"199.25"	"88.5"	"47.88"	"27.38"	"13.25"	45748	"100.38"	"53.88"	"40.25"	"29.38"	"13.38"	40152	"0.06"	"0.14"	"0.28"	"0.48"	"0.65"	"0.81"	"0.98"	40057	40027	"0.94"	"0.47"	"0.21"	"0.11"	"0.07"	"0.03"	39851	30103	39849	35521	35217	39851	246	"98.62"	"41.88"	"20.38"	32295	40152	39936	39935	"33.25"	22706	27395	39939	"0.12"	"0.12"	36130	"27.47"	"53.9"	"88.39"	"164.37"	"188.67"	"214.01"	"236.02"	24504	21582	26665	"0.71"	39966	39934	41640	12420	42491	"0.96"	"699.5"	"186.88"	"39.25"	32478	45778	2	"0.25"	"176.88"	"208.62"	160	"75.62"	"42.62"	"25.38"	13	45748	10	13940	"0.88"	"0.12"	0	"1130.62"	"569.38"	"179.88"	"25.75"	22890	40151	32143	"0.25"	"-254.25"	"-173.88"	"19.38"	"62.75"	"38.25"	"23.25"	14185	4	40053	40007	39995	"0.78"	22678	"246.35"	"1973.88"	"1192.25"	"700.75"	"295.5"	"151.25"	"75.75"	"28.5"	"4.5"	"2061.62"	"1069.25"	"388.88"	"70.25"	"22.5"	9	"2.5"	0	"307.75"	"59.88"	"2.88"	"92.75"	"7.5"	0
"smallMol_302"	524	"383.04"	13516	12785	"1036.88"	"740.75"	"449.88"	"217.25"	116	"59.62"	"22.75"	22678	"143.88"	141	"63.88"	"47.62"	"46.38"	11	"0.17"	"0.26"	"0.38"	"0.57"	"0.74"	"0.89"	39814	11324	25965	33970	42736	"0.57"	"0.3"	"0.16"	"0.06"	26451	20972	39938	39823	15950	40152	"113.12"	"39.25"	"16.25"	32295	39936	27395	"0.5"	"0.12"	22737	40151	27426	22647	1	"0.5"	"33.3"	"45.28"	"51.14"	"73.9"	"79.61"	"119.09"	"197.58"	"221.86"	27760	13516	12785	27150	"0.71"	16224	41821	24685	39877	"0.22"	"766.62"	"370.5"	"153.88"	"57.25"	39957	22920	32174	"270.25"	"370.25"	296	160	"91.5"	49	"19.88"	22678	32417	32203	39934	"0.25"	"0.12"	1107	"644.88"	"298.88"	"83.62"	"35.88"	"15.38"	45809	39934	"-70.12"	"95.88"	151	"133.62"	"80.12"	"44.25"	39949	40148	40138	39877	23377	"0.65"	"0.89"	"218.25"	1332	"1016.62"	"663.38"	"306.88"	"155.5"	"71.38"	20	"0.25"	"1349.88"	"956.88"	549	"196.38"	"85.38"	"29.88"	"4.5"	"0.12"	"298.38"	56	"1.25"	"181.38"	"20.38"	"0.25"
"smallMol_303"	"605.5"	"410.25"	17533	47119	"865.38"	"375.5"	"124.12"	40	"16.62"	27515	39934	0	"105.62"	45809	13912	"16.62"	0	0	"0.08"	"0.2"	"0.51"	"0.92"	39845	39934	21551	0	40119	"0.92"	"0.3"	"0.1"	"0.04"	"0.01"	0	14001	31048	15342	13271	19146	40026	"277.25"	"123.88"	"62.12"	39964	"17.88"	22981	40157	39939	"29.25"	"16.88"	4	39944	14001	"0.5"	36434	"18.54"	"14.93"	39855	"18.41"	"21.28"	"16.57"	"42.9"	39847	39847	22313	"0.71"	39909	27546	"0.27"	"0.18"	39850	23682	"752.62"	294	"94.12"	"27.62"	27638	27395	0	"112.75"	"81.5"	30	14215	32295	4	39934	0	39937	45658	"0.38"	0	0	"1122.5"	"619.75"	"245.88"	"51.62"	"16.25"	39936	"0.12"	0	"-257.12"	"-244.25"	"-121.75"	"-11.62"	"0.38"	45689	13881	0	"28.29"	46569	43101	"0.69"	13606	"233.35"	"1077.62"	493	"156.88"	"48.62"	"25.62"	13	"6.12"	"1.38"	"1170.12"	"528.88"	"123.5"	"5.62"	0	0	0	0	"61.88"	"13.75"	"0.5"	10	0	0
"smallMol_304"	"774.25"	"523.34"	17533	16438	"1317.38"	"929.5"	"576.5"	"266.38"	"142.5"	75	40177	32234	"138.75"	"123.25"	"97.62"	"38.88"	40177	40176	"0.04"	"0.06"	"0.1"	"0.18"	"0.24"	"0.3"	"0.32"	"0.73"	19025	28491	39814	"0.51"	"0.27"	"0.14"	"0.06"	42186	43617	39819	42095	21064	20059	"160.12"	56	"33.62"	"20.25"	14154	22828	40151	3	"13.62"	22737	13971	27485	13912	45689	39888	"35.31"	"48.17"	"68.9"	"112.14"	"128.43"	"155.98"	"160.67"	21582	41306	32143	11505	"0.71"	45839	45383	39997	12844	"0.46"	1059	"505.12"	"198.25"	73	"33.12"	39943	22647	"258.38"	"424.38"	"378.25"	"193.38"	"109.38"	"64.5"	39961	32234	"13.38"	45778	39934	"0.5"	0	"1529.12"	"896.25"	"426.88"	120	"51.25"	40170	39939	27395	"-211.75"	"33.25"	"149.62"	"146.38"	"91.25"	"51.88"	"23.62"	40150	"37.12"	18	39995	"0.45"	"-0.09"	"383.47"	"2112.5"	"1280.75"	"788.75"	"383.88"	"202.25"	"104.88"	"41.88"	"5.75"	"2214.75"	"1236.62"	"554.62"	"177.38"	"73.62"	"31.25"	"9.12"	"0.38"	398	"91.38"	"6.75"	"170.12"	24	"0.75"
"smallMol_305"	330	"253.9"	39873	42005	"689.5"	"437.25"	"237.25"	"77.12"	"32.38"	39942	22678	0	"76.25"	"69.38"	"64.25"	45992	32387	27546	"0.18"	"0.3"	"0.46"	"0.81"	39904	17533	39874	0	26330	26299	"0.93"	"0.3"	"0.13"	"0.04"	"0.01"	6	11444	44287	39909	5	8	"130.62"	"53.5"	"46.38"	"36.25"	"25.62"	"20.38"	16	32356	"46.38"	0	0	"25.62"	0	0	41974	39820	20972	34851	24746	39853	19115	45627	40058	27791	39934	14977	39819	12571	"0.7"	"0.26"	40027	"18.17"	619	"396.5"	"205.88"	"65.38"	"23.75"	39940	2	"70.5"	"40.75"	"31.38"	27699	22859	2	"0.62"	0	"13.38"	27485	27395	"0.62"	"0.12"	"835.62"	"547.62"	"311.38"	"114.38"	"38.88"	40160	27485	1	"-146.12"	"-110.38"	"-74.12"	"-37.25"	"-6.5"	"-3.62"	"-2.12"	-1	"14.53"	24289	1	40118	"-0.68"	"129.17"	"2434.88"	"1470.38"	"735.62"	315	163	"65.12"	"21.62"	"1.5"	"2541.5"	1467	"670.38"	"186.75"	"78.5"	"37.88"	"12.88"	"0.88"	"429.75"	116	"10.25"	"173.12"	"21.25"	"0.38"
"smallMol_306"	"442.88"	"315.07"	14977	43466	"648.5"	"259.62"	"81.75"	"26.25"	40156	45717	"0.38"	0	79	"0.75"	"0.5"	40156	0	0	"0.06"	"0.19"	"0.53"	"0.9"	11324	19360	24473	0	39966	"0.82"	"0.26"	"0.08"	"0.03"	"0.01"	0	42125	43466	"0.99"	23193	45108	20607	"224.88"	"98.12"	44	"22.62"	32417	45901	40152	22737	37	45717	32174	45901	"0.88"	"0.62"	"22.14"	"45.68"	"49.01"	"66.15"	"84.25"	"94.97"	"121.37"	"122.92"	28157	44958	43497	16224	19146	"0.71"	"0.21"	"0.14"	11475	40028	"537.38"	"171.62"	"50.38"	"20.75"	22890	22706	"0.88"	"111.12"	88	"31.38"	39938	"-0.5"	"-0.38"	"-0.5"	0	27485	22647	"0.5"	0	0	"865.88"	"437.62"	"144.62"	"25.88"	22981	32295	45689	0	"-217.38"	-178	"-62.88"	"0.38"	"-3.5"	"-3.62"	"-1.88"	0	40166	19176	44927	"0.91"	46784	"149.24"	"1420.88"	"951.62"	567	"248.25"	"127.75"	"58.75"	19	"0.62"	"1409.38"	"747.12"	"278.88"	"64.25"	"27.25"	"10.88"	"2.88"	"0.25"	"245.88"	"41.38"	"0.25"	"76.88"	"8.5"	"0.12"
"smallMol_307"	"769.88"	"536.21"	16072	18994	"1312.88"	"880.38"	"562.38"	269	"152.75"	"82.88"	"34.88"	39942	"137.88"	"103.62"	"99.38"	"42.38"	"37.5"	40173	"0.11"	"0.18"	"0.26"	"0.42"	"0.57"	"0.72"	"0.82"	"0.9"	16469	23377	39934	"0.5"	"0.28"	"0.15"	"0.07"	46997	40154	27546	19115	43282	19450	"144.75"	"61.12"	"27.62"	40162	14154	22798	13940	45658	40168	27454	40148	39941	32143	0	"33.26"	"66.05"	"69.95"	"84.55"	"100.35"	"103.18"	"112.03"	"115.25"	39905	29952	26299	26877	14032	39850	19480	17654	40153	"0.25"	"1039.62"	"424.88"	135	"32.38"	27699	22678	0	"273.25"	"455.5"	"427.38"	"236.62"	141	"80.25"	"34.88"	39942	"18.75"	14215	40153	40150	40148	"1544.38"	867	"377.25"	"89.88"	39953	6	1	0	"-231.5"	"13.38"	"185.12"	"179.12"	"132.25"	"76.88"	"33.88"	39942	"36.02"	"14.93"	40026	"0.53"	"0.72"	"380.42"	"1429.62"	"713.5"	"261.5"	"93.38"	48	"25.5"	11	"2.38"	"1553.25"	"803.88"	"270.88"	"43.62"	"16.5"	"5.62"	"1.62"	0	"105.62"	"24.88"	"4.62"	"44.62"	"4.25"	0
"smallMol_308"	"297.62"	"231.83"	46753	40148	"579.88"	"352.88"	"175.25"	"47.75"	26	"13.25"	22737	0	"99.25"	"74.5"	39934	26	0	0	"0.19"	"0.35"	"0.61"	17168	29587	42036	16834	0	39935	18994	"0.76"	"0.21"	"0.11"	"0.06"	"0.02"	36281	31048	"0.67"	39970	20668	39970	114	"49.88"	40177	22	14215	39941	22798	39938	39944	14093	39938	45778	13971	27426	"28.46"	"42.19"	"39.6"	"42.01"	"35.65"	43	"42.68"	"50.52"	19756	19025	13881	"0.71"	39909	19146	"0.86"	"0.6"	23468	39905	"462.5"	202	69	0	0	0	0	"117.38"	"150.88"	"106.25"	"47.75"	26	"13.25"	22737	0	40159	32264	22647	"0.38"	0	736	"396.38"	"166.25"	29	0	0	0	0	"-156.12"	"-43.5"	9	"18.75"	26	"13.25"	22737	0	20790	41426	1	"0.93"	39934	"114.17"	"1365.12"	"750.38"	"373.38"	"121.62"	"56.12"	"27.5"	"8.62"	"1.5"	"1482.88"	"827.5"	"391.38"	"103.5"	"37.25"	"14.25"	"3.75"	"0.75"	"150.12"	"19.12"	"0.25"	104	"9.12"	"0.12"
"smallMol_309"	"592.12"	"403.76"	17168	47119	"980.38"	"640.62"	"403.38"	"185.75"	"108.12"	"62.25"	"28.62"	27515	"138.75"	"118.75"	108	"41.62"	"35.38"	40174	"0.07"	"0.12"	"0.18"	"0.31"	"0.4"	"0.45"	"0.51"	"0.68"	15738	21551	1	"0.46"	"0.27"	"0.15"	"0.07"	35582	31199	14397	3	31990	11567	"169.88"	"67.62"	"39.5"	"26.38"	"19.25"	"14.38"	27668	8	39959	45809	14001	40161	22737	"0.5"	"14.21"	"27.78"	"44.72"	"49.86"	"54.47"	"44.78"	"36.84"	"28.18"	44621	34366	39905	19146	13697	40026	27061	13181	39967	"0.83"	"716.62"	"235.62"	"55.38"	"15.38"	45809	2	"0.12"	"263.75"	405	348	"170.38"	"101.88"	"60.25"	39961	27515	14001	2	"0.88"	"0.62"	"0.25"	"1133.5"	"599.62"	"224.88"	"41.5"	22951	27485	40148	0	"-153.12"	41	"178.5"	"144.25"	"96.5"	"57.5"	39960	27515	"26.73"	14397	14246	"0.43"	"0.77"	"262.31"	"2037.5"	"1710.62"	"1237.88"	"662.12"	"376.38"	"200.12"	"62.5"	"10.12"	"2048.12"	"1567.12"	"1011.5"	"464.62"	"225.62"	"105.12"	"27.88"	"3.62"	"612.88"	"144.62"	"11.12"	"426.88"	"88.38"	"10.38"
"smallMol_310"	"916.12"	"632.66"	16438	23012	"1999.75"	"1578.38"	"1009.38"	"478.38"	"263.25"	141	"61.5"	15	"129.75"	"127.88"	"123.25"	"43.62"	"39.38"	"34.38"	"0.04"	"0.06"	"0.08"	"0.15"	"0.2"	"0.22"	"0.17"	"0.32"	42430	17930	39965	"0.76"	"0.42"	"0.22"	"0.1"	41487	40063	30864	32843	42309	39970	"189.38"	"115.5"	80	"58.75"	"44.12"	"36.25"	39962	40170	"73.75"	27515	"0.5"	"42.38"	22647	"0.12"	"47.53"	"66.39"	"92.24"	"115.93"	"145.4"	"167.83"	"197.38"	"217.19"	13210	42064	40028	12571	19876	"0.71"	47178	39905	41730	"0.53"	1660	"991.38"	"425.75"	138	"56.62"	19	13971	"339.75"	587	"583.62"	"340.38"	"206.62"	122	"57.12"	"14.88"	"29.25"	"13.75"	32234	40148	"0.38"	"2245.5"	"1448.75"	"837.62"	"270.62"	"90.5"	"36.25"	45962	3	"-245.75"	"129.62"	"171.75"	"207.75"	"172.75"	"104.75"	"50.25"	12	"44.69"	39988	39995	"0.34"	"-0.54"	"454.45"	"1915.62"	"1583.88"	"1162.5"	614	"341.25"	"172.5"	"52.25"	"9.75"	"1949.62"	"1453.25"	"927.75"	"410.5"	"203.88"	"92.88"	"24.12"	"6.12"	"573.38"	131	"14.62"	"381.12"	"76.25"	"11.62"
"smallMol_311"	"459.62"	"333.4"	13881	45658	"1030.25"	"788.75"	"456.75"	"212.62"	"111.88"	"53.25"	"17.62"	22678	"116.25"	"104.88"	"80.88"	38	"27.25"	"16.25"	"0.11"	"0.15"	"0.25"	"0.44"	"0.62"	"0.84"	15707	28856	40059	13547	13516	"0.64"	"0.34"	"0.16"	"0.05"	27181	26085	27515	24442	19268	31898	"83.12"	"46.88"	"25.25"	"15.62"	32325	45778	39936	45689	"22.88"	45658	"0.62"	22828	"0.25"	0	"35.23"	"53.45"	"71.32"	"92.65"	"135.79"	"163.67"	"191.22"	"207.36"	47150	40027	39846	"0.87"	40148	"0.71"	15797	15036	32234	"0.3"	"898.25"	"632.12"	"332.38"	"131.38"	"54.62"	39950	13912	132	"156.62"	"124.38"	"81.25"	"57.25"	"35.75"	"15.25"	13912	32325	32143	"0.75"	"0.38"	"0.12"	"1136.38"	"787.5"	"489.38"	"176.75"	"77.38"	"34.75"	10	32143	"-106.12"	45658	"-32.62"	"35.88"	"34.5"	39951	22828	"0.75"	"20.83"	39942	43101	"0.81"	40026	"211.22"	"1832.88"	"1380.75"	"927.25"	"470.88"	"264.62"	138	"45.12"	"7.5"	"1837.5"	"1218.5"	"659.62"	"273.5"	"134.88"	"64.12"	"19.75"	"3.62"	"445.62"	"107.38"	"13.88"	261	"51.12"	"4.62"
"smallMol_312"	577	"401.6"	16072	11324	"846.62"	"417.12"	"201.88"	"78.38"	"35.88"	40162	39939	"0.62"	"110.38"	"51.5"	"33.62"	30	40152	"0.75"	"0.07"	"0.18"	"0.34"	"0.59"	"0.91"	12055	39934	26665	40119	39904	"0.5"	"0.2"	"0.09"	"0.04"	"0.02"	18780	41730	13575	33786	39940	20121	"200.62"	"97.75"	"33.12"	22951	45809	40151	3	13881	20	4	39935	27485	"0.75"	"0.38"	"27.67"	"40.73"	"51.73"	"71.39"	"89.51"	"105.65"	"110.96"	"134.85"	39846	40057	23743	24108	39910	27942	40026	39873	40030	"0.94"	655	"188.25"	"35.75"	9	32174	"0.5"	0	"191.62"	"228.88"	"166.12"	"69.38"	33	"14.62"	39939	"0.62"	14124	27426	1	"0.38"	"0.12"	"1081.12"	"529.5"	176	"20.25"	32264	45658	"0.12"	0	"-234.5"	"-112.38"	"25.88"	"58.12"	30	"13.88"	14032	"0.62"	"26.41"	19176	44927	"0.81"	19756	"233.31"	"1396.12"	"998.12"	"647.25"	"318.88"	"184.25"	"98.25"	36	"4.12"	1393	"820.25"	"399.38"	"127.75"	50	"19.75"	"5.12"	"0.38"	"318.62"	"78.75"	4	"138.75"	"18.62"	"1.5"
"smallMol_313"	"768.75"	"489.78"	20821	12055	"1339.75"	"1000.88"	"613.25"	"294.75"	"165.88"	"85.25"	"33.75"	3	"153.62"	133	118	"44.12"	"41.25"	"36.12"	"0.06"	"0.09"	"0.14"	"0.22"	"0.29"	"0.39"	"0.5"	39904	27061	39905	45658	"0.6"	"0.34"	"0.17"	"0.07"	39851	34121	14032	40148	15432	26390	"136.5"	"45.75"	"25.88"	27729	40153	4	13912	39934	40161	39936	32174	32234	"0.38"	"0.38"	"30.68"	"52.91"	"74.92"	"109.72"	"161.84"	"190.53"	"222.7"	"232.26"	39815	34335	18629	19146	30103	"0.71"	15128	25355	19480	"0.18"	"1059.38"	558	"257.75"	"100.12"	"40.62"	45962	"0.5"	"280.38"	"442.88"	"355.5"	"194.62"	"125.25"	74	"33.25"	3	39937	45689	"0.62"	"0.38"	0	"1487.12"	"901.38"	452	149	"66.75"	"27.25"	40152	"0.25"	"-147.38"	"99.5"	"161.25"	"145.75"	"99.12"	58	"28.62"	27426	"39.17"	"16.46"	39995	"0.51"	"0.82"	"374.48"	"1628.62"	"1011.75"	"643.75"	"295.88"	"160.62"	"82.5"	"27.62"	"2.38"	"1666.88"	"827.88"	"277.88"	"34.38"	"7.88"	"2.75"	"0.5"	0	"323.25"	"70.88"	0	"60.38"	"2.12"	0
"smallMol_314"	699	"479.69"	16803	14977	"1074.38"	"617.88"	"315.25"	"126.25"	"64.38"	"28.25"	32387	"0.62"	"123.88"	82	63	"38.5"	14215	39942	"0.08"	"0.15"	"0.28"	"0.5"	"0.69"	"0.93"	39873	24108	45323	47119	"0.66"	"0.26"	"0.13"	"0.06"	"0.02"	19146	45413	28946	22920	44562	11994	"229.62"	"99.62"	"59.25"	"37.38"	22	"14.62"	40157	6	"22.38"	17	"15.75"	14185	14062	27426	"23.36"	"31.16"	"34.57"	"42.39"	"62.58"	"71.23"	"92.4"	"111.82"	41699	34001	40027	"0.71"	35947	40063	40057	"0.76"	13971	39935	"872.25"	"378.88"	"128.75"	"36.62"	"15.75"	32264	"0.88"	"202.12"	239	"186.5"	"89.62"	"48.62"	"22.38"	9	"0.62"	11	27485	22647	"0.88"	"0.5"	"1301.88"	"746.12"	"329.62"	"76.62"	"25.38"	10	40150	"0.25"	"-227.5"	"-128.25"	"-14.38"	"49.62"	39	"18.25"	27546	"0.38"	"31.9"	39916	40057	"0.17"	45352	"299.8"	2138	"1398.5"	"913.12"	"419.38"	"203.75"	"99.5"	"33.12"	"3.38"	"2112.88"	"1111.62"	429	"103.12"	"35.75"	"14.62"	"3.5"	0	"475.5"	"100.38"	"8.62"	"110.12"	"7.62"	0
"smallMol_315"	722	"486.53"	17533	39904	1287	825	"459.25"	"205.38"	"96.12"	"35.5"	"14.38"	22706	106	"94.5"	"91.38"	"36.62"	"20.88"	"18.75"	"0.1"	"0.18"	"0.29"	"0.45"	"0.52"	"0.59"	"0.81"	39845	23774	39995	"0.94"	"0.42"	"0.2"	"0.07"	"0.03"	21367	12540	32234	27061	43344	36373	"236.5"	"113.5"	"60.12"	"37.75"	"24.75"	18	"13.88"	45931	"41.88"	27668	32174	39952	13940	40148	"32.65"	"50.95"	"54.43"	"61.05"	"74.27"	"89.06"	"103.66"	"116.07"	34731	34001	29618	39909	"0.71"	24228	39965	"0.94"	35886	40057	"1114.62"	"509.12"	"173.62"	"50.88"	"22.75"	39942	39935	"172.38"	"315.88"	"285.62"	"154.5"	"73.38"	26	32448	39936	39955	22890	39937	40149	"0.88"	"1723.62"	"949.62"	"473.12"	126	"44.5"	"18.62"	22859	13912	"-436.62"	"-124.62"	"-13.88"	"79.38"	"51.62"	"16.88"	27515	45658	"37.09"	39978	39965	"0.47"	22678	"365.84"	"1055.5"	"762.25"	"515.12"	"244.75"	"135.12"	"65.88"	"19.12"	"0.75"	"1055.75"	"666.5"	"342.62"	"136.25"	"67.62"	"28.88"	"6.75"	"0.5"	"228.62"	"44.38"	"1.88"	"120.25"	"20.12"	0
