"Ligand"	"MolecularRefractivity(Fast Descriptors)"	"MolecularFlexibility(Fast Descriptors)"	"MolecularArea(vdWarea)(Spatial Descriptors)"	"MolecularVolume(vdWvolume)(SpatialDescriptors)"	"MolecularDensity(SpatialDescriptors)"	"PrincipalMomentsOfInertia(magnitude)(SpatialDescriptors)"	"PrincipalMomentOfInertiaX(SpatialDescriptors)"	"PrincipalMomentOfInertiaY(SpatialDescriptors)"	"PrincipalMomentOfInertiaZ(SpatialDescriptors)"	"RadiusOfGyration(SpatialDescriptors)"	"EllipsoidalVolume(SpatialDescriptors)"	"DipoleMoment(magnitude)(Spatial Descriptors)"	"DipoleMomentX(SpatialDescriptors)"	"DipoleMomentY(SpatialDescriptors)"	"DipoleMomentZ(SpatialDescriptors)"	"SASA(JursDescriptors)"	"PPSA1(JursDescriptors)"	"PNSA1(JursDescriptors)"	"DPSA1(JursDescriptors)"	"PPSA2(JursDescriptors)"	"PNSA2(JursDescriptors)"	"DPSA2(JursDescriptors)"	"PPSA3(JursDescriptors)"	"PNSA3(JursDescriptors)"	"DPSA3 (Jurs Descriptors)"	"FPSA1(JursDescriptors)"	"FPSA2(JursDescriptors)"	"FPSA3(JursDescriptors)"	"FNSA1(JursDescriptors)"	"FNSA2(JursDescriptors)"	"FNSA3(JursDescriptors)"	"WPSA1(JursDescriptors)"	"WPSA2(JursDescriptors)"	"WPSA3(JursDescriptors)"	"WNSA1(JursDescriptors)"	"WNSA2(JursDescriptors)"	"WNSA3(JursDescriptors)"	"RPCG(JursDescriptors)"	"RNCG(JursDescriptors)"	"RPCS(JursDescriptors)"	"RNCS(JursDescriptors)"	"TPSA(JursDescriptors)"	"TASA(JursDescriptors)"	"RPSA(JursDescriptors)"	"RASA(JursDescriptors)"
"smallMol_168"	"112.970047"	"5.787574"	"438.670547"	"372.53384853"	"1.01605799"	"6697.842"	"1772.317"	"4033.368"	"5044.99"	"4.11083891"	"1260.823"	"1.77997116"	"-1.44267363"	"0.34241619"	"-0.98475443"	"635.873899"	"504.779722"	"131.094178"	"373.685544"	"1026.561"	"-266.603877"	"1293.165"	"26.01301"	"-18.49579"	"44.508799"	"0.793836"	"1.61441"	"0.040909"	"0.206164"	"-0.419272"	"-0.029087"	"320.97625"	"652.763429"	"16.540994"	"83.359366"	"-169.526447"	"-11.76099"	"0.116802"	"0.18627"	0	"4.031539"	"38.831166"	"597.042733"	"0.061067"	"0.938933"
"smallMol_169"	"122.897545"	"5.812912"	"462.1936669"	"391.88474002"	"1.15208107"	"21673.67"	"1031.937"	"15048.84"	"15563.27"	"6.27006976"	"3647.03"	"4.77377648"	"-0.2670002"	"-4.76571405"	"0.07498269"	"738.259865"	"567.525013"	"170.734851"	"396.790162"	"1868.994"	"-562.269971"	"2431.264"	"41.034437"	"-32.705973"	"73.74041"	"0.768733"	"2.531621"	"0.055583"	"0.231267"	"-0.761615"	"-0.044301"	"418.98094"	"1379.803"	"30.294078"	"126.046688"	"-415.101353"	"-24.145507"	"0.077223"	"0.116303"	"0.335725"	"1.424508"	"105.299973"	"632.959892"	"0.142633"	"0.857367"
"smallMol_170"	"89.068672"	"4.183032"	"332.80540302"	"277.80645108"	"1.00567497"	"4255.455"	"1174.951"	"2455.183"	"3271.156"	"3.98838572"	"802.23916777"	"2.35832577"	"-0.32456014"	"-0.26776197"	"2.32048803"	"535.188301"	"400.254166"	"134.934135"	"265.32003"	"500.052775"	"-168.578424"	"668.631199"	"21.080258"	"-12.310646"	"33.390904"	"0.747875"	"0.934349"	"0.039388"	"0.252125"	"-0.314989"	"-0.023002"	"214.211347"	"267.622395"	"11.281907"	"72.215171"	"-90.2212"	"-6.588514"	"0.066587"	"0.272767"	"0.112577"	"4.325434"	"20.450713"	"514.737588"	"0.038212"	"0.961788"
"smallMol_171"	"51.224209"	"2.855292"	"240.04559492"	"193.19559376"	"1.2743251"	"2867.006"	"481.4572398"	"1932.737"	"2062.147"	"3.14369796"	"583.4949688"	"2.58183911"	"-1.33432307"	"-2.18639113"	"0.3242977"	"412.026633"	"234.552861"	"177.473772"	"57.07909"	"565.475003"	"-427.86479"	"993.339793"	"26.30114"	"-48.531866"	"74.833005"	"0.569266"	"1.372423"	"0.063834"	"0.430734"	"-1.03844"	"-0.117788"	"96.642026"	"232.990761"	"10.83677"	"73.123921"	"-176.291689"	"-19.996421"	"0.136962"	"0.160748"	"0.760839"	"3.23803"	"189.516759"	"222.509874"	"0.459962"	"0.540038"
"smallMol_172"	"134.019119"	"7.038396"	"529.33333085"	"459.48955863"	"1.18288866"	"13671.21"	"4485.998"	"7228.427"	"10701.76"	"4.86773156"	"1342.351"	"4.1552377"	"-3.77010982"	"0.66686582"	"-1.61479481"	"736.9271"	"510.082491"	"226.844609"	"283.237882"	"2191.086"	"-974.42255"	"3165.509"	"42.14854"	"-65.710784"	"107.859324"	"0.692175"	"2.973274"	"0.057195"	"0.307825"	"-1.322278"	"-0.089169"	"375.893611"	"1614.671"	"31.060401"	"167.16794"	"-718.078384"	"-48.424057"	"0.05082"	"0.090516"	"0.008634"	"1.609949"	"251.365677"	"485.561423"	"0.3411"	"0.6589"
"smallMol_173"	"117.99118"	"7.83491"	"472.26694149"	"387.50395544"	"1.02583467"	"13889.65"	"1395.821"	"9448.336"	"10084.8"	"5.78589628"	"2846.389"	"3.72398288"	"1.86758542"	"-3.05331978"	"-1.02830517"	"756.302541"	"637.030526"	"119.272015"	"517.758511"	"1379.48"	"-258.281871"	"1637.762"	"28.082326"	"-12.561232"	"40.643558"	"0.842296"	"1.82398"	"0.037131"	"0.157704"	"-0.341506"	"-0.016609"	"481.787805"	"1043.305"	"21.238734"	"90.205728"	"-195.339235"	"-9.500092"	"0.073928"	"0.177423"	"0.803853"	"0.310446"	"27.25053"	"729.052011"	"0.036031"	"0.963969"
"smallMol_174"	"49.006527"	"2.50111"	"219.34417605"	"173.93161707"	"0.9558009"	"1211.012"	"343.89682807"	"783.64475263"	"856.84584137"	"2.82156891"	"366.45673968"	"10.17903919"	"-2.97952462"	"7.89958068"	"-5.68611439"	"374.312934"	"303.256135"	"71.056799"	"232.199335"	"455.817873"	"-35.747219"	"491.565092"	"20.769595"	"-13.014317"	"33.783912"	"0.810167"	"1.217745"	"0.055487"	"0.189833"	"-0.095501"	"-0.034769"	"113.512694"	"170.618525"	"7.774328"	"26.597479"	"-13.380646"	"-4.871427"	"0.145204"	"0.717191"	"3.503115"	"22.899583"	"56.055031"	"318.257903"	"0.149754"	"0.850246"
"smallMol_175"	"109.764168"	"5.063722"	"437.0465117"	"357.05467601"	"1.0713261"	"7564.185"	"2261.205"	"4135.647"	"5916.102"	"4.1402548"	"789.66987048"	"3.51113755"	"3.31656739"	"0.89431134"	"0.72710032"	"604.590671"	"435.180213"	"169.410458"	"265.769754"	"1127.152"	"-438.786408"	"1565.938"	"24.09957"	"-50.974361"	"75.073931"	"0.719793"	"1.864323"	"0.039861"	"0.280207"	"-0.725758"	"-0.084312"	"263.105897"	"681.465584"	"14.570375"	"102.423983"	"-265.286169"	"-30.818623"	"0.484278"	"0.223192"	"0.498535"	"7.652535"	"85.664199"	"518.926472"	"0.14169"	"0.85831"
"smallMol_176"	"92.905998"	"3.722327"	"391.69081207"	"333.86073988"	"0.95399355"	"5750.935"	"814.16405893"	"3908.21"	"4139.6"	"3.95026505"	"609.97653873"	"2.8011989"	"0.18303072"	"-1.57226917"	"-2.31110033"	"547.102804"	"468.033306"	"79.069498"	"388.963808"	"644.146517"	"-108.822153"	"752.968669"	"18.422777"	"-18.494925"	"36.917702"	"0.855476"	"1.177377"	"0.033673"	"0.144524"	"-0.198906"	"-0.033805"	"256.062334"	"352.414365"	"10.079153"	"43.259144"	"-59.536905"	"-10.118625"	"0.152915"	"0.285652"	"3.71512"	"5.447952"	"76.79699"	"470.305814"	"0.14037"	"0.85963"
"smallMol_177"	"90.055122"	"6.80621"	"391.09233491"	"321.49087637"	"1.08369792"	"4771.047"	"1917.298"	"2725.189"	"3414.704"	"3.7572857"	"593.00360038"	"2.50541616"	"1.98926543"	"1.48305706"	"-0.34709492"	"555.759405"	"398.037201"	"157.722203"	"240.314998"	"1028.223"	"-407.433532"	"1435.657"	"25.778811"	"-30.194494"	"55.973305"	"0.716204"	"1.850123"	"0.046385"	"0.283796"	"-0.733111"	"-0.05433"	"221.212918"	"571.444621"	"14.326816"	"87.655598"	"-226.435017"	"-16.780874"	"0.108822"	"0.127948"	"0.262833"	"2.933766"	"128.645062"	"427.114343"	"0.231476"	"0.768524"
"smallMol_178"	"105.485779"	"6.421258"	"419.52303816"	"348.07335821"	"1.01265433"	"6107.505"	"2213.787"	"3617.504"	"4394.819"	"4.13169381"	"1236.044"	"3.89148654"	"-2.84789849"	"2.56182031"	"0.68572472"	"630.304204"	"496.073468"	"134.230736"	"361.842732"	"913.779468"	"-247.256249"	"1161.036"	"26.844921"	"-20.788802"	"47.633724"	"0.787038"	"1.449744"	"0.04259"	"0.212962"	"-0.392281"	"-0.032982"	"312.677193"	"575.95904"	"16.920467"	"84.606197"	"-155.846654"	"-13.10327"	"0.138518"	"0.189678"	"0.501835"	"3.211081"	"63.463557"	"566.840647"	"0.100687"	"0.899313"
"smallMol_179"	"77.496498"	"3.202246"	"288.54781615"	"239.90964272"	"1.12253927"	"5390.54"	"425.81970595"	"3690.78"	"3905.732"	"4.16457783"	"894.28665411"	"2.11055608"	"-0.5491906"	"-2.03293364"	"-0.14148305"	"496.105442"	"338.551634"	"157.553809"	"180.997825"	"616.345373"	"-286.832414"	"903.177786"	"30.171906"	"-23.516284"	"53.68819"	"0.682419"	"1.242368"	"0.060818"	"0.317581"	"-0.578168"	"-0.047402"	"167.957308"	"305.772294"	"14.968447"	"78.163302"	"-142.299121"	"-11.666557"	"0.139325"	"0.183385"	"0.504761"	0	"52.179455"	"443.925987"	"0.105178"	"0.894822"
"smallMol_180"	"83.946289"	"4.098467"	"328.54651329"	"272.25723375"	"1.17654906"	"5729.659"	"1003.763"	"3541.164"	"4391.083"	"4.02461638"	"1376.055"	"2.51351556"	"0.61582178"	"2.26189395"	"-0.90684054"	"531.315027"	"379.316281"	"151.998746"	"227.317535"	"887.651951"	"-355.69788"	"1243.35"	"29.076214"	"-36.173097"	"65.249311"	"0.71392"	"1.67067"	"0.054725"	"0.28608"	"-0.669467"	"-0.068082"	"201.53644"	"471.622821"	"15.448629"	"80.759218"	"-188.987629"	"-19.21931"	"0.126282"	"0.150238"	"1.311522"	0	"179.057472"	"352.257555"	"0.337008"	"0.662992"
"smallMol_181"	"47.350502"	"1.95441"	"212.5281628"	"167.75355568"	"1.15761479"	"1453.835"	"550.08442116"	"725.66191711"	"1133.34"	"2.8253069"	"337.47013383"	"2.04373675"	"1.85100557"	"-0.38761967"	"-0.7748479"	"372.632525"	"260.677402"	"111.955123"	"148.722278"	"448.80823"	"-192.753013"	"641.561243"	"24.432882"	"-27.45457"	"51.887453"	"0.699556"	"1.204426"	"0.065568"	"0.300444"	"-0.517274"	"-0.073677"	"97.136878"	"167.240544"	"9.104487"	"41.71812"	"-71.826042"	"-10.230466"	"0.191417"	"0.196739"	"1.202039"	"1.764245"	"117.2687"	"255.363825"	"0.314703"	"0.685297"
"smallMol_182"	"79.938004"	"5.886083"	"332.39082133"	"267.88033553"	"1.13965063"	"6021.978"	"925.43571572"	"3843.703"	"4542.437"	"4.22947027"	"829.86333984"	"6.03819895"	"3.39366594"	"4.81891519"	"1.31184392"	"535.965731"	"288.12399"	"247.841741"	"40.282249"	"731.894173"	"-629.569319"	"1361.463"	"22.791261"	"-72.700586"	"95.491848"	"0.537579"	"1.365562"	"0.042524"	"0.462421"	"-1.174645"	"-0.135644"	"154.424585"	"392.270196"	"12.215335"	"132.83468"	"-337.42758"	"-38.965023"	"0.225882"	"0.169369"	"0.642258"	"6.678178"	"218.976218"	"316.989513"	"0.408564"	"0.591436"
"smallMol_183"	"116.174698"	"4.884607"	"472.83642463"	"402.02460487"	"0.99390681"	"10885.15"	"1315.537"	"7329.387"	"7939.525"	"4.62353531"	"1202.788"	"2.19976726"	"0.8261442"	"0.69959586"	"-1.91494841"	"658.831292"	"531.981705"	"126.849587"	"405.132118"	"1075.31"	"-256.404562"	"1331.714"	"24.502667"	"-24.658001"	"49.160668"	"0.807463"	"1.632147"	"0.037191"	"0.192537"	"-0.389181"	"-0.037427"	"350.486194"	"708.447768"	"16.143124"	"83.572477"	"-168.927349"	"-16.245463"	"0.141438"	"0.173773"	"1.366436"	"0.038007"	"115.970352"	"542.86094"	"0.176024"	"0.823976"
"smallMol_184"	"112.33522"	"7.456111"	"464.35704975"	"383.61887764"	"1.10660611"	"8151.172"	"2725.357"	"4627.251"	"6132.094"	"4.32633016"	"1126.493"	"2.61167954"	"1.12684328"	"2.35606121"	"-0.00835473"	"639.667077"	"410.423651"	"229.243427"	"181.180224"	"991.293912"	"-553.690656"	"1544.985"	"29.240786"	"-39.759476"	"69.000262"	"0.641621"	"1.549703"	"0.045713"	"0.358379"	"-0.865592"	"-0.062157"	"262.534497"	"634.098079"	"18.704368"	"146.639473"	"-354.177683"	"-25.432828"	"0.120064"	"0.135852"	"0.84096"	"1.193594"	"176.234079"	"463.432998"	"0.275509"	"0.724491"
"smallMol_185"	"208.339859"	"16.981426"	"838.06512528"	"712.85782171"	"1.16708404"	"29582.26"	"8901.223"	"16855.17"	"22622.59"	"5.76950415"	"1986.844"	"5.72362126"	"1.39339186"	"5.52301628"	"0.5608838"	"981.421715"	"686.332786"	"295.08893"	"391.243856"	"4708.54"	"-2024.438"	"6732.978"	"57.190265"	"-63.761362"	"120.951628"	"0.699325"	"4.797673"	"0.058273"	"0.300675"	"-2.062761"	"-0.064968"	"673.5819"	"4621.064"	"56.127768"	"289.606684"	"-1986.827"	"-62.576786"	"0.038008"	"0.053956"	"0.14688"	"0.460245"	"225.194613"	"756.227102"	"0.229458"	"0.770542"
"smallMol_186"	"159.306641"	"5.729232"	"602.6014425"	"519.4747551"	"1.11973293"	"24275.47"	"2770.586"	"16368.97"	"17710.98"	"5.9524344"	"3175.091"	"2.04573681"	"-0.49877616"	"-0.98560065"	"-1.72187479"	"865.854416"	"648.755228"	"217.099187"	"431.656041"	"2429.747"	"-813.089466"	"3242.837"	"36.079788"	"-33.255452"	"69.33524"	"0.749266"	"2.806184"	"0.04167"	"0.250734"	"-0.93906"	"-0.038408"	"561.727579"	"2103.807"	"31.239844"	"187.97629"	"-704.017104"	"-28.79438"	"0.074816"	"0.096356"	"0.03614"	"1.032669"	"100.297013"	"765.557403"	"0.115836"	"0.884164"
"smallMol_187"	"186.033264"	"14.854409"	"840.37887241"	"714.10125412"	"1.0277772"	"23521.16"	"7999.722"	"12501.49"	"18247.24"	"5.49878995"	"1720.183"	"4.14877352"	"4.06720817"	"-0.76857103"	"0.28184743"	"943.835706"	"787.30959"	"156.526116"	"630.783474"	"4249.705"	"-844.88964"	"5094.595"	"38.534074"	"-37.483437"	"76.017511"	"0.83416"	"4.50259"	"0.040827"	"0.16584"	"-0.895166"	"-0.039714"	"743.090903"	"4011.023"	"36.369835"	"147.734937"	"-797.43701"	"-35.378206"	"0.049396"	"0.072123"	0	"0.803682"	"162.754526"	"781.08118"	"0.172439"	"0.827561"
"smallMol_188"	"81.051994"	"8.151473"	"376.70057493"	"294.08550687"	"1.00439834"	"9147.563"	"729.91916826"	"6290.411"	"6601.201"	"5.00656107"	"1798.443"	"4.23345201"	"-2.87802862"	"2.86926863"	"-1.18590252"	"602.65821"	"442.154313"	"160.503897"	"281.650417"	"872.13515"	"-316.588736"	"1188.724"	"25.098734"	"-33.734869"	"58.833602"	"0.733673"	"1.447147"	"0.041647"	"0.266327"	"-0.525321"	"-0.055977"	"266.467927"	"525.599408"	"15.125958"	"96.728991"	"-190.794801"	"-20.330596"	"0.132226"	"0.197412"	"0.702594"	"5.203379"	"123.381746"	"479.276464"	"0.204729"	"0.795271"
"smallMol_189"	"79.617531"	"2.772596"	"321.3517535"	"270.52859066"	"1.00687322"	"4309.799"	"572.08896677"	"2894.076"	"3141.88"	"3.60522419"	"586.3194979"	"2.24817178"	"1.14904771"	"-1.00308464"	"-1.65160133"	"488.808772"	"381.37893"	"107.429842"	"273.949088"	"504.428172"	"-142.091334"	"646.519506"	"21.603115"	"-22.791141"	"44.394256"	"0.780221"	"1.031954"	"0.044195"	"0.219779"	"-0.290689"	"-0.046626"	"186.421367"	"246.568916"	"10.559792"	"52.512649"	"-69.45549"	"-11.14051"	"0.165011"	"0.296805"	"4.037027"	"6.74192"	"98.485832"	"390.32294"	"0.201481"	"0.798519"
"smallMol_190"	"72.224014"	"5.69069"	"299.39574183"	"244.76552058"	"1.23849549"	"5518.455"	"797.81674557"	"3525.527"	"4169.832"	"4.184619"	"663.43676064"	"1.7839167"	"1.24356704"	"-0.40429203"	"-1.21344459"	"496.581329"	"252.193825"	"244.387504"	"7.806321"	"414.288279"	"-401.464648"	"815.752926"	"18.120725"	"-42.256511"	"60.377236"	"0.50786"	"0.834281"	"0.036491"	"0.49214"	"-0.808457"	"-0.085095"	"125.234745"	"205.727824"	"8.998414"	"121.358272"	"-199.359848"	"-20.983794"	"0.173424"	"0.203356"	"1.424138"	"1.525214"	"141.29433"	"355.287"	"0.284534"	"0.715466"
"smallMol_191"	"57.887218"	"9.289756"	"295.49684794"	"223.20229001"	"0.9153759"	"3828.838"	"402.68816231"	"2526.888"	"2848.276"	"4.06088334"	"621.5611622"	"3.29535973"	"-2.27832182"	"0.29636567"	"2.3623744"	"486.438621"	"417.055694"	"69.382927"	"347.672767"	"673.489644"	"-112.044283"	"785.533927"	"24.841949"	"-21.684482"	"46.526431"	"0.857366"	"1.384532"	"0.051069"	"0.142634"	"-0.230336"	"-0.044578"	"202.871997"	"327.611374"	"12.084084"	"33.750535"	"-54.502666"	"-10.54817"	"0.13012"	"0.244461"	"3.072878"	"5.133835"	"99.895906"	"386.542715"	"0.205362"	"0.794638"
"smallMol_192"	"87.087349"	"2.990274"	"341.53247119"	"293.04704818"	"1.01147579"	"5399.58"	"611.19173562"	"3650.602"	"3931.287"	"3.79023958"	"687.37484195"	"1.61097142"	"1.00698646"	"0.3391403"	"1.21086375"	"523.978718"	"372.284375"	"151.694343"	"220.590033"	"548.118455"	"-223.341234"	"771.459689"	"23.603131"	"-25.135192"	"48.738324"	"0.710495"	"1.04607"	"0.045046"	"0.289505"	"-0.426241"	"-0.04797"	"195.06909"	"287.202405"	"12.367538"	"79.484607"	"-117.026053"	"-13.170306"	"0.148236"	"0.256091"	"3.551087"	"4.225636"	"91.082071"	"432.896646"	"0.173828"	"0.826172"
"smallMol_193"	"51.710617"	"3.889817"	"235.31656491"	"180.83004882"	"1.00223938"	"2405.604"	"296.27353677"	"1556.648"	"1809.972"	"3.54367654"	"525.2357029"	"1.63365676"	"1.1203834"	"-0.92495401"	"0.74701776"	"410.770893"	"303.037731"	"107.733162"	"195.304569"	"397.572805"	"-141.341408"	"538.914213"	"22.739527"	"-22.086237"	"44.825764"	"0.737729"	"0.96787"	"0.055358"	"0.262271"	"-0.344088"	"-0.053768"	"124.479079"	"163.311336"	"9.340736"	"44.253647"	"-58.058936"	"-9.072383"	"0.166354"	"0.295052"	"3.900326"	"6.069829"	"97.90297"	"312.867923"	"0.23834"	"0.76166"
"smallMol_194"	"67.631622"	"3.892619"	"288.83977035"	"233.61863948"	"1.04569565"	"3463.585"	"567.33181214"	"2361.138"	"2469.734"	"3.73515034"	"476.28874102"	"2.69760073"	"-0.58608659"	"-1.78856173"	"-1.9325111"	"472.895367"	"333.020156"	"139.875211"	"193.144945"	"512.692089"	"-215.341175"	"728.033264"	"18.462478"	"-23.751204"	"42.213681"	"0.704215"	"1.084155"	"0.039041"	"0.295785"	"-0.455367"	"-0.050225"	"157.483689"	"242.449714"	"8.73082"	"66.146339"	"-101.833844"	"-11.231834"	"0.202039"	"0.207061"	"0.585573"	"0.181152"	"79.735185"	"393.160182"	"0.168611"	"0.831389"
"smallMol_195"	"138.734421"	"7.415459"	"580.57489398"	"494.02090102"	"1.19137062"	"19860.49"	"3756.122"	"13090.56"	"14455.72"	"5.52567401"	"3678.712"	"5.5099564"	"-3.48248885"	"3.23188162"	"-2.79048957"	"853.117243"	"598.3044"	"254.812844"	"343.491556"	"2752.707"	"-1172.355"	"3925.061"	"46.574454"	"-75.99649"	"122.570944"	"0.701316"	"3.226645"	"0.054593"	"0.298684"	"-1.374201"	"-0.089081"	"510.4238"	"2348.381"	"39.73347"	"217.385231"	"-1000.156"	"-64.833916"	"0.057674"	"0.084201"	"0.139298"	"1.58784"	"291.815111"	"561.302132"	"0.342057"	"0.657943"
"smallMol_196"	"81.455627"	"6.19158"	"327.38887752"	"258.6326576"	"1.30468829"	"13061.45"	"373.00646378"	"9179.125"	"9284.723"	"5.37226398"	"1724.053"	"1.34925536"	"-0.73052547"	"-0.55251391"	"-0.99073253"	"557.055234"	"338.571237"	"218.483997"	"120.08724"	"1255.577"	"-810.23829"	"2065.816"	"38.757983"	"-75.224419"	"113.982402"	"0.607788"	"2.253955"	"0.069577"	"0.392212"	"-1.454503"	"-0.135039"	"188.60288"	"699.425998"	"21.590337"	"121.707654"	"-451.34748"	"-41.904157"	"0.44176"	"0.149339"	"0.79584"	"5.376378"	"158.261787"	"398.793447"	"0.284104"	"0.715896"
"smallMol_197"	"99.196388"	"6.406561"	"384.55436979"	"320.79512982"	"1.19783299"	"5627.954"	"2262.002"	"2938.467"	"4233.513"	"3.99216944"	"833.73581105"	"2.27198243"	"0.26185423"	"1.74728382"	"-1.42840323"	"592.500924"	"404.117328"	"188.383596"	"215.733732"	"784.018775"	"-365.478644"	"1149.497"	"20.219488"	"-22.000433"	"42.219921"	"0.682053"	"1.323236"	"0.034126"	"0.317947"	"-0.616841"	"-0.037131"	"239.439891"	"464.531849"	"11.980065"	"111.617455"	"-216.546435"	"-13.035277"	"0.15012"	"0.18652"	"0.507612"	"0.69352"	"49.669201"	"542.831723"	"0.08383"	"0.91617"
"smallMol_198"	"84.136208"	"5.651827"	"358.79882792"	"286.12565209"	"1.06022648"	"9694.021"	"693.38970591"	"6764.823"	"6908.721"	"4.7589133"	"1248.855"	"2.89094964"	"-0.98005496"	"-0.61761351"	"-2.64870452"	"576.865581"	"383.324712"	"193.540869"	"189.783842"	"817.496292"	"-412.754722"	"1230.251"	"36.819407"	"-43.922367"	"80.741774"	"0.664496"	"1.417135"	"0.063827"	"0.335504"	"-0.715513"	"-0.07614"	"221.126832"	"471.585474"	"21.239849"	"111.647066"	"-238.103992"	"-25.337302"	"0.102338"	"0.181509"	"2.503718"	"2.800504"	"211.09035"	"365.775231"	"0.365926"	"0.634074"
"smallMol_199"	"134.019119"	"7.038396"	"530.37384617"	"460.46884622"	"1.18037299"	"16580.75"	"4238.854"	"9233.281"	"13103.43"	"5.3947157"	"1948.188"	"2.50004262"	"-1.37961881"	"2.06131762"	"-0.31278546"	"779.129201"	"544.408869"	"234.720331"	"309.688538"	"2338.537"	"-1008.253"	"3346.79"	"47.277218"	"-66.241379"	"113.518597"	"0.69874"	"3.001475"	"0.06068"	"0.30126"	"-1.294077"	"-0.08502"	"424.164847"	"1822.022"	"36.835061"	"182.877464"	"-785.559444"	"-51.610593"	"0.05082"	"0.090516"	"0.319468"	"1.66814"	"271.294084"	"507.835116"	"0.348202"	"0.651798"
"smallMol_200"	"70.191994"	"3.102908"	"262.99872845"	"212.96468504"	"1.16592099"	"4044.799"	"428.79774964"	"2749.623"	"2935.321"	"3.61885789"	"858.82688218"	"2.98849913"	"-2.260714"	"-1.95421982"	"-0.03638933"	"454.884964"	"266.436834"	"188.44813"	"77.988704"	"401.801421"	"-284.190521"	"685.991942"	"21.394592"	"-33.169555"	"54.564147"	"0.585724"	"0.883303"	"0.047033"	"0.414276"	"-0.624753"	"-0.072919"	"121.19811"	"182.773425"	"9.732078"	"85.722221"	"-129.273995"	"-15.088332"	"0.214263"	"0.20526"	"2.38051"	"0.942777"	"111.687029"	"343.197934"	"0.245528"	"0.754472"
"smallMol_201"	"73.725098"	"3.53047"	"306.02219343"	"249.70183323"	"1.04259144"	"5737.752"	"446.15906743"	"3955.243"	"4132.649"	"4.07021879"	"883.25513472"	"3.11256884"	"-0.11282799"	"-1.56015759"	"-2.69095948"	"500.272704"	"365.875009"	"134.397696"	"231.477313"	"565.081605"	"-207.572707"	"772.654311"	"22.962424"	"-21.235219"	"44.197644"	"0.731351"	"1.129547"	"0.0459"	"0.268649"	"-0.414919"	"-0.042447"	"183.03728"	"282.694903"	"11.487474"	"67.235499"	"-103.842959"	"-10.6234"	"0.23283"	"0.212927"	"1.630802"	"0.512282"	"75.465301"	"424.807403"	"0.150848"	"0.849152"
"smallMol_202"	"103.482063"	"6.236868"	"413.7683728"	"339.30815188"	"0.99166198"	"9796.476"	"1060.864"	"6563.098"	"7195.225"	"4.90066964"	"1547.356"	"2.96237216"	"-2.60776932"	"-1.34151183"	"0.41896777"	"637.366008"	"503.427074"	"133.938934"	"369.48814"	"808.962968"	"-215.228215"	"1024.191"	"23.741626"	"-10.994763"	"34.736389"	"0.789856"	"1.269228"	"0.03725"	"0.210144"	"-0.337684"	"-0.01725"	"320.867305"	"515.605498"	"15.132106"	"85.368124"	"-137.179148"	"-7.007688"	"0.140917"	"0.192477"	"0.13614"	0	"15.591092"	"621.774916"	"0.024462"	"0.975538"
"smallMol_203"	"108.26899"	"4.287453"	"445.48635355"	"378.25042752"	"0.9849374"	"9336.892"	"970.34044636"	"6475.504"	"6656.113"	"4.44423779"	"966.79437235"	"3.35937428"	"3.21215836"	"-0.33971774"	"0.92305257"	"614.683895"	"496.801063"	"117.882832"	"378.918231"	"959.763932"	"-227.736402"	"1187.5"	"20.497316"	"-22.046673"	"42.543989"	"0.808222"	"1.561394"	"0.033346"	"0.191778"	"-0.370494"	"-0.035867"	"305.375613"	"589.951432"	"12.59937"	"72.460679"	"-139.985898"	"-13.551735"	"0.125993"	"0.181818"	"0.517322"	"0.198835"	"80.204744"	"534.479151"	"0.130481"	"0.869519"
"smallMol_204"	"87.897705"	"7.669352"	"407.7677316"	"329.40413286"	"1.25786518"	"12803.35"	"1429.589"	"8423.171"	"9535.833"	"4.83998052"	"1273.446"	"6.0851544"	"-1.60275614"	"-5.54522021"	"1.92634619"	"617.609243"	"331.919088"	"285.690155"	"46.228933"	"936.185289"	"-805.79611"	"1741.981"	"18.058403"	"-48.234042"	"66.292444"	"0.537426"	"1.515821"	"0.029239"	"0.462574"	"-1.304702"	"-0.078098"	"204.996296"	"578.196687"	"11.153036"	"176.44488"	"-497.667125"	"-29.78979"	"0.145998"	"0.124228"	0	"0.326052"	"55.072989"	"562.536253"	"0.089171"	"0.910829"
"smallMol_205"	"90.83947"	"5.013202"	"355.98315269"	"301.75913227"	"1.22396624"	"7721.581"	"1358.485"	"4760.457"	"5925.823"	"4.38599984"	"1126.038"	"3.70559724"	"-1.59083132"	"2.11696699"	"2.59213375"	"572.215525"	"376.204841"	"196.010685"	"180.194156"	"964.925238"	"-502.746511"	"1467.672"	"28.810742"	"-45.638288"	"74.44903"	"0.657453"	"1.686297"	"0.050349"	"0.342547"	"-0.878596"	"-0.079757"	"215.270251"	"552.145202"	"16.485954"	"112.160357"	"-287.679359"	"-26.114937"	"0.115216"	"0.14198"	"1.113105"	"0.186321"	"220.850687"	"351.364838"	"0.385957"	"0.614043"
